,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges
3631,0,1,2,0,0,0,0,1,49.55,49.55
3632,0,24,0,0,2,0,0,1,79.65,1928.7
3633,0,1,0,0,0,0,0,1,71.25,71.25
3634,0,72,2,2,2,2,2,0,113.8,7845.8
3635,0,72,1,1,1,1,2,0,24.55,1750.7
3636,1,11,1,1,1,1,0,0,19.7,216.2
3637,0,9,1,1,1,1,0,0,20.25,178.5
3638,0,2,0,2,0,0,0,0,50.15,115.1
3639,0,60,0,0,2,0,1,1,100.5,6029.0
3640,0,29,0,2,2,0,0,1,95.9,2745.2
3641,0,49,0,0,2,2,2,1,74.45,3721.9
3642,0,30,0,2,2,0,0,1,104.1,3121.1
3643,0,53,1,1,1,1,1,0,19.05,990.45
3644,1,39,1,1,1,1,2,0,25.0,1004.35
3645,0,9,1,1,1,1,0,0,19.05,157.65
3646,0,39,0,0,2,2,1,0,81.9,3219.75
3647,0,8,0,0,0,0,0,1,69.7,572.85
3648,1,51,0,0,2,0,1,1,90.15,4554.85
3649,1,71,1,1,1,1,2,0,25.35,1847.55
3650,0,71,1,1,1,1,2,1,24.65,1766.75
3651,0,70,1,1,1,1,2,1,19.55,1462.05
3652,0,1,0,0,0,0,0,0,25.25,25.25
3653,0,38,2,2,0,2,2,1,60.0,2193.2
3654,0,28,0,2,2,0,0,0,89.9,2433.5
3655,0,32,1,1,1,1,0,0,19.4,641.15
3656,0,49,0,2,0,0,2,0,49.8,2398.4
3657,1,37,1,1,1,1,2,1,24.1,861.85
3658,0,10,0,0,2,2,0,0,54.25,583.0
3659,0,67,2,2,2,0,1,0,109.9,7332.4
3660,0,7,0,0,2,2,1,1,35.5,249.55
3661,0,51,0,0,0,0,1,0,87.55,4475.9
3662,0,9,0,0,0,0,0,0,45.15,416.45
3663,0,9,0,0,0,0,0,1,88.4,788.6
3664,0,4,0,0,0,2,0,1,50.8,202.3
3665,0,71,2,2,2,0,2,1,99.0,6994.6
3666,1,50,0,0,0,0,0,1,84.4,4116.15
3667,1,24,0,0,2,0,2,1,96.55,2263.45
3668,0,22,2,0,0,0,1,1,59.75,1374.35
3669,0,44,2,2,2,0,0,1,111.5,4915.15
3670,1,33,1,1,1,1,0,0,24.25,838.5
3671,0,1,0,0,0,0,0,1,75.1,75.1
3672,0,54,0,0,0,0,1,1,70.15,3715.65
3673,0,42,0,2,0,0,0,1,101.75,4273.45
3674,0,1,0,0,0,0,0,0,45.8,45.8
3675,0,1,1,1,1,1,0,0,20.5,20.5
3676,0,30,2,2,0,2,1,0,70.4,2044.75
3677,0,1,0,0,0,2,0,0,30.55,30.55
3678,1,16,2,2,0,2,0,0,84.9,1398.25
3679,0,1,1,1,1,1,0,1,20.1,20.1
3680,0,9,0,0,0,2,0,0,40.65,328.95
3681,0,46,0,0,2,0,0,1,101.0,4680.05
3682,0,1,0,0,0,0,0,1,69.1,69.1
3683,0,71,2,0,0,2,2,0,54.5,3778.2
3684,0,43,0,0,0,0,0,1,75.35,3161.4
3685,0,50,2,0,0,2,1,1,44.45,2188.45
3686,0,13,0,0,0,0,0,1,75.0,999.45
3687,1,19,0,2,0,2,1,0,100.0,1888.65
3688,0,41,0,0,2,0,0,0,98.05,3990.6
3689,0,1,0,0,0,0,0,1,71.15,71.15
3690,0,24,0,2,2,0,0,1,54.15,1240.25
3691,0,40,0,2,0,0,1,0,63.9,2635.0
3692,1,3,0,2,2,0,0,1,69.15,235.0
3693,0,37,2,0,0,0,1,0,64.65,2347.85
3694,1,67,2,0,2,2,2,1,108.75,7156.2
3695,1,32,0,2,0,0,0,1,98.85,3089.6
3696,0,6,0,0,0,2,0,1,49.15,270.8
3697,1,32,2,0,0,0,0,0,89.6,2901.8
3698,0,59,0,2,2,0,0,1,83.25,4949.1
3699,0,30,0,2,2,2,1,0,70.25,2198.9
3700,1,20,1,1,1,1,0,1,19.4,374.5
3701,1,27,1,1,1,1,2,0,24.5,761.95
3702,0,20,2,0,0,0,0,1,79.15,1520.9
3703,1,9,1,1,1,1,1,0,20.1,190.25
3704,1,68,2,2,2,0,1,1,73.0,5163.0
3705,1,69,2,0,0,2,2,0,61.4,4059.85
3706,0,26,0,0,2,2,0,1,84.3,2281.6
3707,1,69,1,1,1,1,2,0,19.9,1356.7
3708,0,11,1,1,1,1,2,0,20.4,231.45
3709,0,1,0,0,0,0,0,0,50.75,50.75
3710,1,10,1,1,1,1,1,0,20.45,242.4
3711,1,55,2,2,0,2,1,1,75.75,4264.25
3712,0,44,2,0,0,2,1,0,65.4,2774.55
3713,0,46,0,0,0,0,0,1,80.4,3605.2
3714,1,69,2,2,2,0,2,1,59.75,4069.9
3715,0,11,0,0,0,0,0,1,78.5,874.2
3716,0,11,0,2,0,0,0,1,102.0,1145.35
3717,0,29,0,0,2,0,0,0,48.95,1323.7
3718,0,57,2,0,0,0,0,1,99.65,5497.05
3719,0,28,1,1,1,1,1,0,18.25,534.7
3720,0,42,2,0,2,0,0,0,54.55,2455.05
3721,0,2,1,1,1,1,0,0,20.65,38.7
3722,1,23,2,2,0,2,1,0,40.65,947.4
3723,1,18,1,1,1,1,0,0,20.45,357.0
3724,1,62,1,1,1,1,1,0,24.8,1476.25
3725,0,1,0,0,0,0,0,1,70.8,70.8
3726,0,16,0,0,0,2,0,1,89.05,1448.6
3727,0,3,0,0,0,0,0,1,96.6,291.9
3728,0,67,2,2,2,2,1,1,88.8,5903.15
3729,0,62,1,1,1,1,2,1,20.05,1201.65
3730,0,57,0,2,2,0,0,1,104.5,5921.35
3731,0,2,0,0,0,0,0,1,69.8,146.65
3732,1,23,2,0,2,2,2,1,77.15,1759.4
3733,1,25,2,0,0,2,2,0,35.05,844.45
3734,0,72,0,2,2,2,2,1,108.1,7774.05
3735,0,2,0,0,0,0,0,1,84.05,134.05
3736,0,8,1,1,1,1,1,1,20.2,140.95
3737,0,5,0,0,0,0,0,1,50.6,249.95
3738,0,35,0,0,2,0,0,0,49.2,1701.65
3739,0,24,1,1,1,1,1,0,24.6,592.65
3740,1,2,0,0,0,0,0,1,71.65,135.75
3741,1,72,2,2,2,2,2,1,104.9,7732.65
3742,0,41,2,2,2,2,0,1,106.5,4282.4
3743,1,4,2,0,0,0,0,0,49.35,219.65
3744,0,26,0,2,0,0,1,0,75.5,2018.1
3745,0,7,0,2,0,0,0,1,94.25,669.0
3746,0,1,0,0,0,0,0,1,68.95,68.95
3747,1,4,0,2,0,2,0,1,58.5,224.85
3748,0,48,0,2,2,2,2,0,78.9,3771.5
3749,0,2,0,0,0,0,0,1,93.85,196.75
3750,0,12,2,0,2,2,1,1,79.2,943.85
3751,0,60,2,0,2,2,0,1,109.45,6572.85
3752,0,55,2,0,2,2,2,1,59.2,3175.85
3753,0,1,0,0,0,2,0,0,29.15,29.15
3754,0,1,1,1,1,1,0,0,20.05,20.05
3755,0,4,0,0,0,0,0,1,76.05,318.9
3756,0,1,0,0,0,0,0,1,24.45,24.45
3757,0,42,0,0,2,2,2,0,66.5,2762.75
3758,0,1,2,0,0,0,0,0,49.55,49.55
3759,0,7,0,0,2,0,0,1,89.35,631.85
3760,0,3,0,0,2,0,0,1,73.6,232.5
3761,0,72,2,2,2,0,2,1,82.65,5919.35
3762,0,15,0,0,0,0,0,1,49.0,749.25
3763,0,4,0,0,0,0,0,1,80.35,307.4
3764,0,11,1,1,1,1,1,0,25.2,245.15
3765,0,5,1,1,1,1,0,0,25.45,134.75
3766,0,1,2,0,2,0,0,1,55.8,55.8
3767,0,72,2,0,2,2,2,1,110.9,8240.85
3768,0,55,0,2,0,0,0,1,77.75,4266.4
3769,1,40,1,1,1,1,0,1,26.2,1077.5
3770,0,57,1,1,1,1,2,0,19.9,1115.6
3771,0,1,0,0,0,0,0,1,79.05,79.05
3772,0,1,2,0,0,0,0,1,95.0,95.0
3773,0,1,0,0,0,0,0,0,25.2,25.2
3774,1,52,0,2,2,0,1,1,80.85,4079.55
3775,0,41,0,0,2,0,0,1,98.4,4187.75
3776,0,43,0,0,0,0,1,1,56.35,2391.15
3777,1,47,1,1,1,1,2,0,19.3,890.5
3778,0,3,0,0,0,0,0,0,50.4,137.25
3779,1,66,2,2,2,2,2,0,79.4,5154.6
3780,1,55,0,0,2,2,2,1,55.25,3119.9
3781,0,29,1,1,1,1,1,0,19.1,529.5
3782,1,12,0,0,0,0,0,1,84.05,966.55
3783,0,66,0,2,2,0,0,1,105.2,6936.85
3784,0,35,0,0,2,0,0,1,101.4,3496.3
3785,0,10,0,0,2,0,0,1,89.8,914.3
3786,1,27,0,0,0,0,0,1,75.75,1929.0
3787,0,58,0,0,0,2,0,1,95.3,5817.7
3788,0,54,2,2,2,2,2,0,109.75,6110.2
3789,0,9,1,1,1,1,0,0,19.85,178.8
3790,0,2,1,1,1,1,1,0,19.3,28.3
3791,0,6,0,0,0,0,0,1,69.1,435.0
3792,0,26,0,0,0,0,0,1,91.25,2351.8
3793,0,9,1,1,1,1,0,0,20.25,186.15
3794,0,8,0,2,2,0,0,1,54.75,445.85
3795,0,12,0,0,0,0,0,1,81.45,912.0
3796,0,15,0,0,0,0,0,1,49.1,679.55
3797,0,43,2,0,2,0,1,1,80.2,3581.6
3798,0,42,0,0,0,2,0,1,100.3,4222.95
3799,0,31,2,0,2,2,0,0,65.25,1994.3
3800,1,66,2,0,2,2,2,1,90.95,5930.05
3801,0,18,0,2,0,2,0,1,85.45,1505.85
3802,0,1,1,1,1,1,0,0,20.0,20.0
3803,0,61,0,2,0,2,2,1,94.1,5638.3
3804,0,10,0,2,0,0,0,0,79.85,797.25
3805,0,1,0,0,0,0,0,1,71.65,71.65
3806,0,18,0,2,0,0,0,1,73.55,1359.45
3807,0,24,0,2,2,0,0,1,104.65,2542.45
3808,1,3,1,1,1,1,0,0,19.3,54.7
3809,0,50,1,1,1,1,1,0,20.15,989.05
3810,1,1,0,0,0,0,0,0,44.55,44.55
3811,0,2,2,0,0,2,0,1,54.45,87.3
3812,0,17,1,1,1,1,1,1,19.65,351.55
3813,1,69,0,2,2,0,2,1,105.0,7297.75
3814,0,72,2,2,2,2,2,1,88.7,6301.7
3815,0,3,0,0,0,0,0,1,74.25,210.3
3816,1,50,2,2,2,0,2,1,75.15,3822.45
3817,0,53,1,1,1,1,2,0,20.25,1048.45
3818,0,58,2,2,0,2,2,1,109.1,6393.65
3819,0,46,2,0,0,0,1,1,30.75,1489.3
3820,0,72,2,2,2,2,0,1,112.9,8061.5
3821,0,1,0,0,0,0,0,1,74.2,74.2
3822,1,6,0,2,2,0,0,1,94.05,518.75
3823,0,72,2,2,2,2,2,0,78.85,5763.15
3824,0,4,0,0,0,0,0,1,55.3,238.5
3825,1,52,1,1,1,1,2,0,19.35,1031.7
3826,1,0,1,1,1,1,2,0,25.35,1397.475
3827,0,2,1,1,1,1,1,0,20.45,34.8
3828,0,65,1,1,1,1,2,0,19.35,1319.95
3829,0,43,0,2,0,0,0,1,101.0,4388.4
3830,0,4,0,2,0,0,0,1,100.2,420.2
3831,0,25,2,0,0,0,1,1,89.05,2177.45
3832,0,51,0,2,0,2,1,1,78.65,3950.85
3833,0,12,0,0,2,0,0,0,74.75,827.05
3834,1,57,2,0,0,0,1,1,70.1,3913.3
3835,1,24,1,1,1,1,1,0,19.9,533.5
3836,0,64,0,0,2,2,1,0,58.35,3756.45
3837,0,4,0,2,2,2,1,1,105.65,443.9
3838,0,26,0,0,2,0,0,1,100.5,2599.95
3839,1,15,1,1,1,1,0,0,20.05,284.3
3840,0,64,1,1,1,1,2,0,25.65,1740.8
3841,0,36,0,2,0,0,0,1,96.5,3436.1
3842,0,27,0,0,0,0,0,0,95.0,2462.55
3843,0,1,0,0,0,0,0,0,70.85,70.85
3844,0,35,2,0,2,2,1,1,85.95,3110.1
3845,0,4,0,0,2,0,0,1,73.9,280.85
3846,1,8,0,0,0,0,0,1,45.45,411.75
3847,0,10,1,1,1,1,0,1,20.0,198.6
3848,0,2,0,2,0,0,0,0,49.2,103.7
3849,0,58,2,2,2,0,2,1,109.45,6144.55
3850,0,51,2,2,2,2,2,1,83.25,4089.45
3851,1,46,1,1,1,1,2,1,19.25,864.2
3852,0,1,1,1,1,1,0,1,19.65,19.65
3853,0,46,0,0,0,0,0,0,72.8,3249.4
3854,0,50,2,2,0,2,0,1,109.65,5405.8
3855,1,53,0,2,0,2,0,0,65.0,3363.8
3856,0,61,0,2,2,2,0,1,114.1,7132.15
3857,0,5,1,1,1,1,0,0,20.65,93.55
3858,0,47,2,2,2,2,1,1,86.95,4138.9
3859,0,54,0,2,2,0,1,1,94.75,5121.75
3860,1,19,0,0,0,0,0,1,25.35,566.1
3861,1,26,0,2,2,2,2,1,105.45,2715.3
3862,1,70,1,1,1,1,2,0,25.4,1782.05
3863,0,17,0,2,2,0,0,1,102.55,1742.5
3864,0,30,0,2,0,0,0,1,100.2,2983.8
3865,1,1,1,1,1,1,0,0,24.0,24.0
3866,1,19,1,1,1,1,2,0,25.6,485.9
3867,0,26,0,2,2,0,2,1,73.5,1905.7
3868,1,21,0,2,0,0,0,1,74.05,1565.7
3869,0,50,0,2,0,0,1,1,98.25,4858.7
3870,0,68,2,0,2,0,1,1,54.4,3723.65
3871,0,3,0,0,2,0,0,1,101.55,298.35
3872,1,9,0,0,2,2,0,0,103.1,970.45
3873,1,51,2,0,0,2,2,0,34.2,1782.0
3874,0,9,0,0,0,0,0,1,43.75,405.7
3875,1,41,0,2,2,2,1,1,111.95,4534.9
3876,0,22,0,2,0,0,0,1,100.65,2415.95
3877,1,21,2,0,2,0,1,1,55.95,1157.05
3878,1,71,2,2,2,2,2,1,116.05,8297.5
3879,0,1,0,0,0,0,0,0,45.75,45.75
3880,1,26,0,0,2,2,1,1,82.0,2083.1
3881,0,71,2,2,0,2,2,0,65.15,4681.75
3882,0,4,0,0,0,0,0,1,44.8,176.2
3883,0,12,2,0,0,0,0,1,79.8,1001.2
3884,0,18,0,0,0,2,0,1,88.85,1594.75
3885,0,3,0,0,0,0,0,1,74.95,212.4
3886,0,72,2,2,0,0,1,1,106.85,7677.4
3887,0,11,0,2,0,0,0,0,74.95,815.5
3888,0,1,0,0,0,0,0,0,80.15,80.15
3889,0,13,1,1,1,1,1,0,19.3,259.65
3890,0,72,0,2,2,2,1,1,109.25,8109.8
3891,0,42,2,0,0,0,1,0,56.1,2386.85
3892,0,17,1,1,1,1,0,0,19.7,340.35
3893,0,7,0,2,0,0,0,1,51.3,419.35
3894,0,68,2,2,2,2,2,0,118.6,7990.05
3895,1,56,1,1,1,1,2,0,24.15,1402.25
3896,1,38,1,1,1,1,1,0,20.3,749.35
3897,1,72,2,2,2,2,2,1,115.5,8425.15
3898,0,48,1,1,1,1,1,0,25.05,1171.5
3899,0,52,2,2,2,0,0,1,109.1,5647.95
3900,1,35,1,1,1,1,1,0,19.65,708.8
3901,0,67,0,2,2,2,2,1,111.3,7567.2
3902,0,1,2,0,0,0,0,0,29.9,29.9
3903,0,53,0,2,0,2,0,1,80.6,4348.1
3904,1,34,1,1,1,1,0,0,20.8,635.9
3905,0,3,0,0,0,0,0,0,35.2,108.95
3906,0,1,0,0,0,0,0,0,78.8,78.8
3907,0,19,0,0,2,2,0,0,89.95,1682.4
3908,0,60,2,2,2,2,2,1,116.05,6925.9
3909,0,11,1,1,1,1,2,0,19.55,223.15
3910,0,47,0,2,2,0,0,1,106.4,5127.95
3911,0,18,2,0,0,0,0,0,49.4,874.8
3912,1,60,2,2,2,2,2,0,115.25,6758.45
3913,0,72,1,1,1,1,2,0,24.8,1874.3
3914,0,39,1,1,1,1,1,0,19.9,791.15
3915,0,59,2,0,2,0,1,1,81.25,4639.45
3916,1,2,0,0,0,0,0,0,69.95,143.9
3917,0,1,0,0,0,0,0,0,69.1,69.1
3918,1,20,0,0,0,0,0,1,90.2,1776.55
3919,0,6,0,0,0,0,0,1,93.55,536.4
3920,0,71,0,0,2,2,2,1,86.4,6172.0
3921,0,24,2,2,2,0,0,0,66.3,1559.45
3922,0,67,0,0,0,0,0,1,94.65,6079.0
3923,0,1,0,0,0,0,0,1,80.85,80.85
3924,1,48,0,0,0,0,1,1,82.05,4029.95
3925,0,37,0,2,0,2,1,0,72.1,2658.4
3926,0,11,0,2,2,0,0,0,34.7,383.55
3927,0,3,1,1,1,1,0,1,20.55,51.15
3928,0,18,0,0,2,0,0,1,95.95,1745.5
3929,1,50,0,0,0,0,1,1,44.8,2230.85
3930,1,67,2,0,2,2,1,1,109.4,7281.6
3931,0,25,2,2,0,2,0,1,71.05,1837.7
3932,0,2,0,0,2,0,0,1,78.55,149.55
3933,0,9,1,1,1,1,0,0,19.7,180.7
3934,1,10,2,2,0,2,1,0,40.25,411.45
3935,0,70,1,1,1,1,2,0,19.85,1328.35
3936,0,9,2,0,2,2,0,1,68.25,576.95
3937,0,4,1,1,1,1,0,1,20.15,68.45
3938,0,2,2,0,0,0,0,0,50.95,123.05
3939,1,1,0,0,0,0,0,0,78.65,78.65
3940,0,19,0,0,0,0,0,1,25.15,468.35
3941,1,7,1,1,1,1,0,1,20.25,174.7
3942,0,1,0,0,0,0,0,1,42.9,42.9
3943,0,1,0,0,0,0,0,0,44.0,44.0
3944,1,9,1,1,1,1,1,0,20.25,172.35
3945,0,3,2,0,0,2,0,0,34.25,139.35
3946,0,9,2,0,2,2,0,0,58.5,539.85
3947,0,5,2,0,2,0,0,0,55.8,300.4
3948,1,56,0,0,0,0,1,0,88.9,4968.0
3949,1,18,2,0,0,0,0,0,57.65,992.7
3950,0,49,0,0,0,0,0,1,96.2,4718.25
3951,0,70,2,2,2,2,2,0,79.15,5536.5
3952,0,72,0,2,2,2,2,1,108.05,7806.6
3953,0,6,0,0,2,0,0,0,74.4,434.1
3954,0,17,0,0,0,0,0,1,94.8,1563.9
3955,0,29,0,0,0,0,0,1,45.9,1332.4
3956,0,6,0,2,2,0,0,1,105.3,545.2
3957,0,63,0,0,2,0,2,0,102.6,6296.75
3958,0,16,0,0,0,0,0,1,73.85,1284.2
3959,0,59,0,0,2,0,1,1,61.35,3645.5
3960,0,3,0,0,2,0,0,0,57.55,161.45
3961,0,8,0,2,0,0,0,1,29.25,226.95
3962,0,7,0,0,0,0,0,1,84.55,646.85
3963,0,68,1,1,1,1,2,0,19.6,1441.65
3964,1,68,2,0,2,2,2,0,111.75,7511.3
3965,0,52,0,2,2,0,1,1,106.5,5621.85
3966,1,72,2,2,0,2,2,1,107.7,7919.8
3967,0,32,1,1,1,1,1,0,19.3,593.2
3968,0,72,1,1,1,1,2,0,20.05,1423.65
3969,1,1,0,0,0,0,0,1,69.95,69.95
3970,1,42,2,0,0,2,1,0,63.7,2763.35
3971,0,25,1,1,1,1,2,0,24.75,692.1
3972,0,45,2,0,0,0,0,1,50.9,2298.55
3973,1,43,2,0,2,2,1,1,60.4,2640.55
3974,0,37,2,0,2,0,1,0,79.25,2911.8
3975,0,20,0,0,0,0,0,1,85.8,1727.5
3976,0,4,0,0,0,0,0,1,24.45,86.6
3977,0,63,2,2,2,2,2,1,110.1,6705.7
3978,0,3,0,0,0,0,0,0,90.7,237.65
3979,1,66,1,1,1,1,2,1,25.3,1672.35
3980,0,28,0,2,2,0,0,1,105.7,2979.5
3981,0,8,0,0,0,0,0,0,85.2,695.75
3982,1,71,1,1,1,1,2,0,24.35,1654.6
3983,0,1,0,0,0,0,0,1,24.25,24.25
3984,1,72,1,1,1,1,2,0,25.1,1857.85
3985,0,16,2,2,0,0,0,1,54.55,825.1
3986,0,66,2,2,2,2,2,0,96.6,6424.25
3987,0,11,0,0,0,0,0,1,76.5,837.95
3988,0,51,2,2,2,2,1,1,81.15,4126.2
3989,1,8,2,0,0,0,0,1,38.5,330.8
3990,0,14,0,0,0,0,0,1,92.9,1337.45
3991,0,4,0,2,0,2,0,1,93.5,362.2
3992,0,70,2,2,2,0,2,0,84.7,5991.05
3993,1,70,2,2,0,2,2,0,66.0,4891.5
3994,0,54,0,2,0,0,1,1,101.5,5373.1
3995,1,28,2,0,0,0,0,1,74.9,2068.55
3996,0,24,1,1,1,1,2,0,20.75,487.05
3997,0,69,0,2,0,0,2,1,61.45,4131.2
3998,1,42,2,2,0,0,0,0,54.5,2301.15
3999,0,2,0,0,0,0,0,1,69.6,131.65
4000,0,39,0,0,2,0,0,1,99.75,4036.0
4001,1,45,0,2,2,2,2,1,109.75,4900.65
4002,1,72,2,2,2,2,2,1,80.85,5727.45
4003,0,38,1,1,1,1,2,0,20.3,743.05
4004,0,72,2,2,2,2,2,1,67.8,4804.65
4005,0,1,1,1,1,1,0,1,24.05,24.05
4006,1,72,1,1,1,1,2,1,19.8,1414.65
4007,0,55,1,1,1,1,2,0,25.7,1443.65
4008,1,51,0,0,2,2,1,1,56.15,2898.95
4009,0,63,2,2,2,2,2,1,86.7,5309.5
4010,0,1,1,1,1,1,0,0,20.4,20.4
4011,1,23,1,1,1,1,2,1,19.65,451.55
4012,0,1,0,2,0,0,0,0,50.55,50.55
4013,0,2,0,0,0,2,0,1,54.35,117.05
4014,0,52,2,2,2,0,0,0,108.1,5839.3
4015,0,36,2,0,0,0,1,0,54.45,1893.5
4016,0,1,0,0,0,0,0,0,45.35,45.35
4017,0,28,2,0,2,0,1,0,59.0,1654.45
4018,1,7,2,2,2,0,1,0,69.45,477.05
4019,0,14,0,2,0,0,0,1,100.55,1415.55
4020,0,72,2,2,2,2,2,1,64.95,4546.0
4021,1,1,1,1,1,1,0,1,20.5,20.5
4022,0,10,1,1,1,1,0,0,18.85,163.2
4023,0,42,1,1,1,1,1,0,19.8,849.9
4024,0,7,0,0,0,0,0,0,25.05,189.95
4025,0,4,0,0,2,0,0,1,74.8,321.9
4026,1,72,2,2,2,2,2,1,114.3,8058.55
4027,0,20,0,0,0,0,0,1,24.45,482.8
4028,0,63,2,2,2,2,2,0,109.2,7049.75
4029,0,56,2,2,2,2,2,0,45.05,2560.1
4030,1,5,0,0,0,2,0,1,51.0,286.8
4031,0,72,0,2,2,2,2,1,110.45,7982.5
4032,1,68,0,2,2,0,0,1,84.65,5683.6
4033,1,67,2,2,0,2,1,0,60.05,3994.05
4034,1,8,0,0,0,0,0,0,44.65,369.15
4035,1,52,0,2,0,2,0,1,93.25,4631.7
4036,1,18,1,1,1,1,0,1,20.25,401.95
4037,1,59,1,1,1,1,2,0,25.45,1534.05
4038,0,60,1,1,1,1,2,0,20.6,1093.0
4039,0,7,0,0,0,0,0,1,94.1,701.3
4040,1,59,2,0,2,0,1,0,34.8,1980.3
4041,0,46,2,0,2,2,2,1,60.75,2893.4
4042,0,5,0,2,0,0,0,1,51.35,262.3
4043,0,59,2,0,2,2,2,1,64.05,3886.85
4044,0,70,0,2,2,2,2,1,84.8,5917.55
4045,0,14,0,0,0,0,0,1,71.0,914.0
4046,0,44,0,0,0,0,0,1,50.15,2139.1
4047,0,64,2,0,2,0,2,1,94.6,5948.7
4048,1,58,2,0,2,2,2,0,59.75,3624.35
4049,0,46,0,0,0,2,1,0,100.25,4753.85
4050,0,58,0,2,0,0,0,1,98.9,5780.7
4051,0,72,0,2,0,0,2,1,97.7,6869.7
4052,0,30,0,0,2,0,0,1,40.3,1172.95
4053,0,11,2,2,0,0,0,0,60.25,662.95
4054,0,34,0,2,2,0,0,1,56.25,1765.95
4055,0,54,2,2,0,0,2,0,46.2,2431.95
4056,0,3,0,2,0,0,0,1,50.6,155.35
4057,1,72,1,1,1,1,2,0,24.9,1859.2
4058,1,40,0,0,2,2,0,1,84.85,3303.05
4059,1,2,0,0,0,0,0,0,65.7,134.35
4060,1,54,0,0,2,0,2,0,63.35,3409.1
4061,0,14,2,0,0,0,0,0,50.1,709.5
4062,0,1,0,0,0,0,0,0,70.5,70.5
4063,0,10,0,2,2,0,0,1,94.85,953.45
4064,0,1,2,0,0,0,0,0,50.15,50.15
4065,0,1,1,1,1,1,0,0,19.75,19.75
4066,0,56,2,2,0,2,1,1,64.65,3665.55
4067,0,68,2,2,0,2,2,1,79.6,5515.8
4068,1,14,1,1,1,1,1,1,19.5,272.0
4069,1,68,2,0,0,2,2,1,99.55,6668.0
4070,0,55,0,0,0,0,0,1,74.0,4052.4
4071,0,16,2,0,0,0,0,1,38.9,664.4
4072,0,9,0,0,0,0,0,1,79.55,718.55
4073,1,14,2,2,0,0,0,1,65.45,937.6
4074,0,58,0,0,2,0,0,1,98.7,5812.6
4075,0,53,2,2,0,0,0,1,46.3,2546.85
4076,0,70,2,2,2,0,2,1,99.35,6944.5
4077,1,14,0,0,0,0,0,1,95.8,1346.3
4078,1,22,2,0,2,2,1,1,67.5,1544.05
4079,0,10,2,0,0,0,0,1,78.15,765.15
4080,1,29,1,1,1,1,2,0,26.1,692.55
4081,0,1,0,0,0,0,0,1,69.6,69.6
4082,0,49,2,0,2,2,1,0,84.35,4059.35
4083,0,68,0,2,0,0,0,1,100.2,6851.65
4084,0,1,0,0,0,0,0,0,78.05,78.05
4085,0,30,0,0,0,2,1,1,40.35,1187.05
4086,0,72,2,2,2,2,2,0,79.2,5401.9
4087,0,10,1,1,1,1,0,1,20.9,247.0
4088,0,7,0,0,0,0,0,0,73.6,520.0
4089,0,9,0,0,0,0,0,1,74.75,706.6
4090,1,1,2,0,0,0,0,0,49.9,49.9
4091,0,20,0,2,0,2,0,1,68.9,1370.35
4092,0,1,1,1,1,1,0,1,20.25,20.25
4093,0,29,0,0,0,0,0,1,76.0,2215.25
4094,0,1,0,0,0,2,0,0,74.0,74.0
4095,0,3,2,0,0,2,0,1,82.3,214.4
4096,0,20,2,0,2,0,0,1,89.4,1871.15
4097,1,64,0,2,0,2,0,1,99.15,6171.2
4098,0,1,1,1,1,1,0,1,20.2,20.2
4099,0,6,2,0,0,0,0,0,29.45,161.45
4100,0,50,1,1,1,1,2,0,19.8,1013.2
4101,0,6,2,0,0,0,0,1,59.15,336.7
4102,1,7,0,0,0,0,0,0,44.75,333.65
4103,1,72,0,0,2,0,2,1,90.8,6511.8
4104,0,8,0,2,0,0,0,1,49.55,393.45
4105,1,67,2,0,0,2,2,0,106.7,7009.5
4106,0,24,0,0,0,0,0,1,93.55,2264.05
4107,0,72,2,2,0,0,2,1,94.45,6921.7
4108,1,33,1,1,1,1,1,1,19.45,600.25
4109,0,2,0,0,0,0,0,1,25.05,56.35
4110,0,70,2,2,0,2,2,0,67.95,4664.15
4111,0,22,0,2,2,0,1,0,65.25,1441.8
4112,0,59,2,2,2,0,0,1,99.45,5623.7
4113,0,36,1,1,1,1,1,1,20.35,695.85
4114,1,51,1,1,1,1,2,0,19.95,1028.75
4115,0,53,2,0,2,2,1,0,77.4,4155.95
4116,1,20,1,1,1,1,1,0,19.7,395.6
4117,0,63,2,0,2,0,2,0,99.7,6330.4
4118,0,40,0,2,0,0,0,0,74.8,2971.7
4119,0,35,1,1,1,1,1,1,19.15,638.0
4120,1,26,0,0,0,0,1,0,78.95,2034.25
4121,0,27,0,2,2,0,0,1,95.55,2510.2
4122,1,53,2,2,0,2,1,0,62.85,3419.5
4123,0,34,0,0,0,0,0,0,71.55,2427.35
4124,0,19,0,0,0,0,0,1,94.95,1760.25
4125,0,43,2,2,2,0,0,1,86.1,3551.65
4126,1,6,1,1,1,1,0,0,19.55,122.9
4127,1,56,1,1,1,1,2,1,24.8,1424.2
4128,0,57,0,2,0,0,0,1,39.3,2111.45
4129,1,34,0,0,2,0,0,1,84.05,2909.95
4130,0,10,0,2,0,2,0,0,36.25,374.0
4131,0,1,1,1,1,1,0,1,20.25,20.25
4132,0,13,0,0,0,0,0,1,23.9,300.8
4133,0,56,0,2,0,0,0,0,98.6,5581.05
4134,0,55,0,2,2,0,0,1,103.65,5676.65
4135,1,36,2,2,2,2,2,1,92.9,3379.25
